gene	B	CD4	CD8	NK	cMono	ncMono
TMEM185A	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
F8	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
TMLHE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
KDM1A	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
MYCBP	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
SRSF11	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
DNAI3	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
AGL	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
TTC24	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
NAXE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
XCL2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
SELL	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
SNRPE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
LYST	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
BOLA3	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
VAMP8	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
COX5B	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
FASTKD1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
CTLA4	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
PIKFYVE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
LXN	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
SH3TC1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
SCD5	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
HSD17B11	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
C4orf33	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
HPGD	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
MRPS27	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
TMEM171	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
MBLAC2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
APC	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
HIVEP1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
NOL7	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ATXN1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
DDAH2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
TAF8	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
MMS22L	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
PRKAR1B	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
CCZ1B	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
TRGV5P	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
TRGV2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
H2AZ2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
HIP1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
LSM8	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
MEST	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
BMP1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
AP3M2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
RIDA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
GFUS	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
OSTF1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
TRAF1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
PSAP	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
MRPL43	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
ACTR1A	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
CARS1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
STIM1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
STK33	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
MTCH2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
FADS2	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
POLR2G	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
FIBP	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
CADM1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
TULP3	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
CLECL1P	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
KLRC4-KLRK1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
KLRC4	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
DPY19L2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
FCF1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
EVL	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
CRIP1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
CEP152	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
LIPC	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
SPSB3	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
NMRAL1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
SOCS1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
RBL2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
TCF25	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
TMEM199	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
RETREG3	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
TUBG1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
PLEKHF1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
KIR3DL1	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
ERVK3-1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ITCH	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
ACTR5	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
NELFCD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
PRELID3B	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
MTG2	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE
CHAF1B	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
MIF	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
RAB9A	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
GNL3L	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
SPIN2B	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
BEX5	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
ARMCX5	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
HCFC1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
PLOD1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DHRS3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MKNK1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
PDE4B	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AK5	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
S1PR1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PRKAB2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
S100A13	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
SLAMF7	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
COLGALT2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NIBAN1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
IVNS1ABP	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
IRF6	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TP53BP2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CEP170	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ADSS2	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
SLC66A3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GNLY	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CD8A	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
KYNU	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NBEAL2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CD47	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
HEG1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ALG1L1P	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ALG1L2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CEP63	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
RPL22L1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SPON2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CYTL1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MRFAP1L1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SMIM20	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TLR6	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SNCA	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
CASP6	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CBR4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SPEF2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
F2R	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PPP2R2B	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PSMB9	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
HEBP2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CYTH3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TRGC1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TRGV9	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GSAP	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PPP1R9A	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CSGALNACT1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
TNFRSF10A	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DUSP4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FGFR1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TOX	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PAG1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PIP4P2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ST3GAL1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
THEM6	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PARP10	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ERMP1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RORB	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CEP78	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DAPK1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NINJ1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
KLF4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PTGDS	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
WDR37	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
VSIR	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
BORCS7	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
RGS10	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
OAT	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TSPAN32	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NUCB2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ACP2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PLAAT3	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
NDUFS8	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RAB38	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
CD3E	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GRIK4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
KLRG1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
KLRC3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
AP1G2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MIS18BP1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FAH	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
FES	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
HBA1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NME4	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
EIF3C	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GID4	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LGALS9C	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
LGALS9B	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SLFN5	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
PLXDC1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DUSP3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MRPL10	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ERN1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DDX5	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MYL12A	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TMEM241	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
RIOK3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SLC14A1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PRSS57	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
EIF3G	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SLC44A2	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
ZNF441	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
DMKN	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ZNF461	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ZNF793	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ZNF780A	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NUCB1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
AP2A1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TFPT	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
TMC4	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
LAIR1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
KIR3DL3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
MX2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
PTTG1IP	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SNAP29	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
KIAA1671	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
SYNGR1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ATXN10	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
TTC38	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
FAAP20	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
CAMTA1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
KIF1B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
AGTRAP	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
MFN2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ARHGEF19	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NECAP2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PADI2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CDA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
HP1BP3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
MTFR1L	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
DNAJC8	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SERINC2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
KIAA1522	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S100PBP	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
C1orf122	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SF3A3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PPT1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SVBP	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
EBNA1BP2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NSUN4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NRDC	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GPX7	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
OMA1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GADD45A	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FPGT	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ST6GALNAC3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
LRRC8B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
LRRC8D	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ABCD3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FRRS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PRMT6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
DRAM2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FAM72B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NBPF20	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ANKRD35	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NBPF14	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SF3B4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ANP32E	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S100A12	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PAQR6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SMG5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
TMEM79	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GLMP	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PIGM	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FCGR2B	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
LAMC1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
RGS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
TMEM9	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
RNPEP	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
RBBP5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
RAB29	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CD55	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
BATF3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FLVCR1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
DEGS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FAM89A	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
OPN3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SDCCAG8	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ZNF669	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
TRIM58	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ITGB1BP1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ADCY3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
KHK	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GEMIN6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
HAAO	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SPTBN1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ATOH8	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
IGKV1-8	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
STEAP3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
DBI	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GYPC	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
TNFAIP6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PKP4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
BAZ2B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PPIG	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SCRN3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ITGA4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SLC40A1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
MFSD6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PLCL1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FAM117B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
BARD1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ATIC	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
IGFBP2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CYP27A1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
RETREG2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GLB1L	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ARL4C	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
RBM44	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GPR35	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FARP2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
RBSN	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GORASP1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CDCP1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
KLHL18	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
WDR6	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
RBM6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NT5DC2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FRMD4B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GPR27	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PROK2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CRYBG3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NXPE3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
IFT57	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CD200R1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GTPBP8	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
POGLUT1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
UMPS	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CHST13	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ABTB1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ACP3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ZBTB38	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PPM1L	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
YEATS2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ABCC5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
EIF4G1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NRROS	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PAK2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
DGKQ	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
S100P	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
QDPR	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
LAP3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
LCORL	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SEL1L3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
STIM2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NFXL1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SRD5A3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SRP72	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NAP1L5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ADH5	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
CAMK2D	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
C4orf3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ANXA5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
RAB33B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
TMEM144	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
RAPGEF2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
RETREG1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ANXA2R	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PARP8	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ERCC8	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SGTB	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NLN	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CD180	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PIK3R1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
IQGAP2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
JMY	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SERINC5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FAM151B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ANKRD34B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
DHFR	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
MSH3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
POU5F2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SLF1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PAM	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
PJA2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
YTHDC2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
FBN2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
LYRM7	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SHROOM1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
UQCRQ	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NDUFA2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GNPDA1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NDST1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CCDC69	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
SLC36A1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
LARP1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
UIMC1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
B4GALT7	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
KDM1B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
MRS2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
MICA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CLIC1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
CUTA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
BAK1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
BLTP3A	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
